420,1,1,,137,D4h^15,P 4n 2n -1n,P 4_2/n m c,P 4_2/n 2_1/m 2/c,,P,4s2n,2s1m,2c,,4s2,n,2s1,m,2,c
421,2,2,,137,D4h^15,-P 4ac 2a,P 4_2/n m c,P 4_2/n 2_1/m 2/c,,P,4s2n,2s1m,2c,,4s2,n,2s1,m,2,c
422,1,1,,138,D4h^16,P 4n 2ab -1n,P 4_2/n c m,P 4_2/n 2_1/c 2/m,,P,4s2n,2s1c,2m,,4s2,n,2s1,c,2,m
423,2,2,,138,D4h^16,-P 4ac 2ac,P 4_2/n c m,P 4_2/n 2_1/c 2/m,,P,4s2n,2s1c,2m,,4s2,n,2s1,c,2,m
424,1,,,139,D4h^17,-I 4 2,I 4/m m m,I 4/m 2/m 2/m,,I,4m,2m,2m,,4,m,2,m,2,m
425,1,,,140,D4h^18,-I 4 2c,I 4/m c m,I 4/m 2/c 2/m,,I,4m,2c,2m,,4,m,2,c,2,m
426,1,1,,141,D4h^19,I 4bw 2bw -1bw,I 4_1/a m d,I 4_1/a 2/m 2/d,,I,4s1a,2m,2d,,4s1,a,2,m,2,d
427,2,2,,141,D4h^19,-I 4bd 2,I 4_1/a m d,I 4_1/a 2/m 2/d,,I,4s1a,2m,2d,,4s1,a,2,m,2,d
428,1,1,,142,D4h^20,I 4bw 2aw -1bw,I 4_1/a c d,I 4_1/a 2/c 2/d,,I,4s1a,2c,2d,,4s1,a,2,c,2,d
429,2,2,,142,D4h^20,-I 4bd 2c,I 4_1/a c d,I 4_1/a 2/c 2/d,,I,4s1a,2c,2d,,4s1,a,2,c,2,d
430,1,,,143,C3^1,P 3,P 3,P 3,,P,3,1,1,,3,,1,,1,
431,1,,,144,C3^2,P 31,P 3_1,P 3_1,,P,3s1,1,1,,3s1,,1,,1,
432,1,,,145,C3^3,P 32,P 3_2,P 3_2,,P,3s2,1,1,,3s2,,1,,1,
433,1,H,,146,C3^4,R 3,R 3,R 3,,R,3,1,1,,3,,1,,1,
434,2,R,,146,C3^4,P 3*,R 3,R 3,,R,3,1,1,,3,,1,,1,
435,1,,,147,C3i^1,-P 3,P -3,P -3,,P,-3,1,1,,-3,,1,,1,
436,1,H,,148,C3i^2,-R 3,R -3,R -3,,R,-3,1,1,,-3,,1,,1,
437,2,R,,148,C3i^2,-P 3*,R -3,R -3,,R,-3,1,1,,-3,,1,,1,
438,1,,,149,D3^1,P 3 2,P 3 1 2,P 3 1 2,,P,3,1,2,,3,,1,,2,
439,1,,,150,D3^2,P 3 2=,P 3 2 1,P 3 2 1,,P,3,2,1,,3,,2,,1,
440,1,,,151,D3^3,P 31 2c (0 0 1),P 3_1 1 2,P 3_1 1 2,,P,3s1,1,2,,3s1,,1,,2,
441,1,,,152,D3^4,P 31 2=,P 3_1 2 1,P 3_1 2 1,,P,3s1,2,1,,3s1,,2,,1,
442,1,,,153,D3^5,P 32 2c (0 0 -1),P 3_2 1 2,P 3_2 1 2,,P,3s2,1,2,,3s2,,1,,2,
443,1,,,154,D3^6,P 32 2=,P 3_2 2 1,P 3_2 2 1,,P,3s2,2,1,,3s2,,2,,1,
444,1,H,,155,D3^7,R 3 2=,R 3 2,R 3 2,,R,3,2,1,,3,,2,,1,
445,2,R,,155,D3^7,P 3* 2,R 3 2,R 3 2,,R,3,2,1,,3,,2,,1,
446,1,,,156,C3v^1,P 3 -2=,P 3 m 1,P 3 m 1,,P,3,m,1,,3,,,m,1,
447,1,,,157,C3v^2,P 3 -2,P 3 1 m,P 3 1 m,,P,3,1,m,,3,,1,,,m
448,1,,,158,C3v^3,P 3 -2=c,P 3 c 1,P 3 c 1,,P,3,c,1,,3,,,c,1,
449,1,,,159,C3v^4,P 3 -2c,P 3 1 c,P 3 1 c,,P,3,1,c,,3,,1,,,c
450,1,H,,160,C3v^5,R 3 -2=,R 3 m,R 3 m,,R,3,m,1,,3,,,m,1,
451,2,R,,160,C3v^5,P 3* -2,R 3 m,R 3 m,,R,3,m,1,,3,,,m,1,
452,1,H,,161,C3v^6,R 3 -2=c,R 3 c,R 3 c,,R,3,c,1,,3,,,c,1,
453,2,R,,161,C3v^6,P 3* -2n,R 3 c,R 3 c,,R,3,c,1,,3,,,c,1,
454,1,,,162,D3d^1,-P 3 2,P -3 1 m,P -3 1 2/m,,P,-3,1,2m,,-3,,1,,2,m
455,1,,,163,D3d^2,-P 3 2c,P -3 1 c,P -3 1 2/c,,P,-3,1,2c,,-3,,1,,2,c
456,1,,,164,D3d^3,-P 3 2=,P -3 m 1,P -3 2/m 1,,P,-3,2m,1,,-3,,2,m,1,
457,1,,,165,D3d^4,-P 3 2=c,P -3 c 1,P -3 2/c 1,,P,-3,2c,1,,-3,,2,c,1,
458,1,H,,166,D3d^5,-R 3 2=,R -3 m,R -3 2/m,,R,-3,2m,1,,-3,,2,m,1,
459,2,R,,166,D3d^5,-P 3* 2,R -3 m,R -3 2/m,,R,-3,2m,1,,-3,,2,m,1,
460,1,H,,167,D3d^6,-R 3 2=c,R -3 c,R -3 2/c,,R,-3,2c,1,,-3,,2,c,1,
461,2,R,,167,D3d^6,-P 3* 2n,R -3 c,R -3 2/c,,R,-3,2c,1,,-3,,2,c,1,
462,1,,,168,C6^1,P 6,P 6,P 6,,P,6,1,1,,6,,1,,1,
463,1,,,169,C6^2,P 61,P 6_1,P 6_1,,P,6s1,1,1,,6s1,,1,,1,
464,1,,,170,C6^3,P 65,P 6_5,P 6_5,,P,6s5,1,1,,6s5,,1,,1,
465,1,,,171,C6^4,P 62,P 6_2,P 6_2,,P,6s2,1,1,,6s2,,1,,1,
466,1,,,172,C6^5,P 64,P 6_4,P 6_4,,P,6s4,1,1,,6s4,,1,,1,
467,1,,,173,C6^6,P 6c,P 6_3,P 6_3,,P,6s3,1,1,,6s3,,1,,1,
468,1,,,174,C3h^1,P -6,P -6,P -6,,P,-6,1,1,,-6,,1,,1,
469,1,,,175,C6h^1,-P 6,P 6/m,P 6/m,,P,6m,1,1,,6,m,1,,1,
470,1,,,176,C6h^2,-P 6c,P 6_3/m,P 6_3/m,,P,6s3m,1,1,,6s3,m,1,,1,
471,1,,,177,D6^1,P 6 2,P 6 2 2,P 6 2 2,,P,6,2,2,,6,,2,,2,
472,1,,,178,D6^2,P 61 2 (0 0 -1),P 6_1 2 2,P 6_1 2 2,,P,6s1,2,2,,6s1,,2,,2,
473,1,,,179,D6^3,P 65 2 (0 0 1),P 6_5 2 2,P 6_5 2 2,,P,6s5,2,2,,6s5,,2,,2,
474,1,,,180,D6^4,P 62 2c (0 0 1),P 6_2 2 2,P 6_2 2 2,,P,6s2,2,2,,6s2,,2,,2,
475,1,,,181,D6^5,P 64 2c (0 0 -1),P 6_4 2 2,P 6_4 2 2,,P,6s4,2,2,,6s4,,2,,2,
476,1,,,182,D6^6,P 6c 2c,P 6_3 2 2,P 6_3 2 2,,P,6s3,2,2,,6s3,,2,,2,
477,1,,,183,C6v^1,P 6 -2,P 6 m m,P 6 m m,,P,6,m,m,,6,,,m,,m
478,1,,,184,C6v^2,P 6 -2c,P 6 c c,P 6 c c,,P,6,c,c,,6,,,c,,c
479,1,,,185,C6v^3,P 6c -2,P 6_3 c m,P 6_3 c m,,P,6s3,c,m,,6s3,,,c,,m
480,1,,,186,C6v^4,P 6c -2c,P 6_3 m c,P 6_3 m c,,P,6s3,m,c,,6s3,,,m,,c
481,1,,,187,D3h^1,P -6 2,P -6 m 2,P -6 m 2,,P,-6,m,2,,-6,,,m,2,
482,1,,,188,D3h^2,P -6c 2,P -6 c 2,P -6 c 2,,P,-6,c,2,,-6,,,c,2,
483,1,,,189,D3h^3,P -6 -2,P -6 2 m,P -6 2 m,,P,-6,2,m,,-6,,2,,,m
484,1,,,190,D3h^4,P -6c -2c,P -6 2 c,P -6 2 c,,P,-6,2,c,,-6,,2,,,c
485,1,,,191,D6h^1,-P 6 2,P 6/m m m,P 6/m 2/m 2/m,,P,6m,2m,2m,,6,m,2,m,2,m
486,1,,,192,D6h^2,-P 6 2c,P 6/m c c,P 6/m 2/c 2/c,,P,6m,2c,2c,,6,m,2,c,2,c
487,1,,,193,D6h^3,-P 6c 2,P 6_3/m c m,P 6_3/m 2/c 2/m,,P,6s3m,2c,2m,,6s3,m,2,c,2,m
488,1,,,194,D6h^4,-P 6c 2c,P 6_3/m m c,P 6_3/m 2/m 2/c,,P,6s3m,2m,2c,,6s3,m,2,m,2,c
489,1,,,195,T^1,P 2 2 3,P 2 3,P 2 3,,P,2,3,1,,2,,3,,1,
490,1,,,196,T^2,F 2 2 3,F 2 3,F 2 3,,F,2,3,1,,2,,3,,1,
491,1,,,197,T^3,I 2 2 3,I 2 3,I 2 3,,I,2,3,1,,2,,3,,1,
492,1,,,198,T^4,P 2ac 2ab 3,P 2_1 3,P 2_1 3,,P,2s1,3,1,,2s1,,3,,1,
493,1,,,199,T^5,I 2b 2c 3,I 2_1 3,I 2_1 3,,I,2s1,3,1,,2s1,,3,,1,
494,1,,,200,Th^1,-P 2 2 3,P m 3,P 2/m -3,,P,2m,-3,1,,2,m,-3,,1,
495,1,1,,201,Th^2,P 2 2 3 -1n,P n 3,P 2/n -3,,P,2n,-3,1,,2,n,-3,,1,
496,2,2,,201,Th^2,-P 2ab 2bc 3,P n 3,P 2/n -3,,P,2n,-3,1,,2,n,-3,,1,
497,1,,,202,Th^3,-F 2 2 3,F m 3,F 2/m -3,,F,2m,-3,1,,2,m,-3,,1,
498,1,1,,203,Th^4,F 2 2 3 -1d,F d 3,F 2/d -3,,F,2d,-3,1,,2,d,-3,,1,
499,2,2,,203,Th^4,-F 2uv 2vw 3,F d 3,F 2/d -3,,F,2d,-3,1,,2,d,-3,,1,
500,1,,,204,Th^5,-I 2 2 3,I m 3,I 2/m -3,,I,2m,-3,1,,2,m,-3,,1,
501,1,,,205,Th^6,-P 2ac 2ab 3,P a 3,P 2_1/a -3,,P,2s1a,-3,1,,2s1,a,-3,,1,
502,1,,,206,Th^7,-I 2b 2c 3,I a 3,I 2_1/a -3,,I,2s1a,-3,1,,2s1,a,-3,,1,
503,1,,,207,O^1,P 4 2 3,P 4 3 2,P 4 3 2,,P,4,3,2,,4,,3,,2,
504,1,,,208,O^2,P 4n 2 3,P 4_2 3 2,P 4_2 3 2,,P,4s2,3,2,,4s2,,3,,2,
505,1,,,209,O^3,F 4 2 3,F 4 3 2,F 4 3 2,,F,4,3,2,,4,,3,,2,
506,1,,,210,O^4,F 4d 2 3,F 4_1 3 2,F 4_1 3 2,,F,4s1,3,2,,4s1,,3,,2,
507,1,,,211,O^5,I 4 2 3,I 4 3 2,I 4 3 2,,I,4,3,2,,4,,3,,2,
508,1,,,212,O^6,P 4acd 2ab 3,P 4_3 3 2,P 4_3 3 2,,P,4s3,3,2,,4s3,,3,,2,
509,1,,,213,O^7,P 4bd 2ab 3,P 4_1 3 2,P 4_1 3 2,,P,4s1,3,2,,4s1,,3,,2,
510,1,,,214,O^8,I 4bd 2c 3,I 4_1 3 2,I 4_1 3 2,,I,4s1,3,2,,4s1,,3,,2,
511,1,,,215,Td^1,P -4 2 3,P -4 3 m,P -4 3 m,,P,-4,3,m,,-4,,3,,,m
512,1,,,216,Td^2,F -4 2 3,F -4 3 m,F -4 3 m,,F,-4,3,m,,-4,,3,,,m
513,1,,,217,Td^3,I -4 2 3,I -4 3 m,I -4 3 m,,I,-4,3,m,,-4,,3,,,m
514,1,,,218,Td^4,P -4n 2 3,P -4 3 n,P -4 3 n,,P,-4,3,n,,-4,,3,,,n
515,1,,,219,Td^5,F -4c 2 3,F -4 3 c,F -4 3 c,,F,-4,3,c,,-4,,3,,,c
516,1,,,220,Td^6,I -4bd 2c 3,I -4 3 d,I -4 3 d,,I,-4,3,d,,-4,,3,,,d
517,1,,,221,Oh^1,-P 4 2 3,P m -3 m,P 4/m -3 2/m,,P,4m,-3,2m,,4,m,-3,,2,m
518,1,1,,222,Oh^2,P 4 2 3 -1n,P n -3 n,P 4/n -3 2/n,,P,4n,-3,2n,,4,n,-3,,2,n
519,2,2,,222,Oh^2,-P 4a 2bc 3,P n -3 n,P 4/n -3 2/n,,P,4n,-3,2n,,4,n,-3,,2,n
520,1,,,223,Oh^3,-P 4n 2 3,P m -3 n,P 4_2/m -3 2/n,,P,4s2m,-3,2n,,4s2,m,-3,,2,n
521,1,1,,224,Oh^4,P 4n 2 3 -1n,P n -3 m,P 4_2/n -3 2/m,,P,4s2n,-3,2m,,4s2,n,-3,,2,m
522,2,2,,224,Oh^4,-P 4bc 2bc 3,P n -3 m,P 4_2/n -3 2/m,,P,4s2n,-3,2m,,4s2,n,-3,,2,m
523,1,,,225,Oh^5,-F 4 2 3,F m -3 m,F 4/m -3 2/m,,F,4m,-3,2m,,4,m,-3,,2,m
524,1,,,226,Oh^6,-F 4c 2 3,F m -3 c,F 4/m -3 2/c,,F,4m,-3,2c,,4,m,-3,,2,c
525,1,1,,227,Oh^7,F 4d 2 3 -1d,F d -3 m,F 4_1/d -3 2/m,,F,4s1d,-3,2m,,4s1,d,-3,,2,m
526,2,2,,227,Oh^7,-F 4vw 2vw 3,F d -3 m,F 4_1/d -3 2/m,,F,4s1d,-3,2m,,4s1,d,-3,,2,m
527,1,1,,228,Oh^8,F 4d 2 3 -1cd,F d -3 c,F 4_1/d -3 2/c,,F,4s1d,-3,2c,,4s1,d,-3,,2,c
528,2,2,,228,Oh^8,-F 4cvw 2vw 3,F d -3 c,F 4_1/d -3 2/c,,F,4s1d,-3,2c,,4s1,d,-3,,2,c
529,1,,,229,Oh^9,-I 4 2 3,I m -3 m,I 4/m -3 2/m,,I,4m,-3,2m,,4,m,-3,,2,m
530,1,,,230,Oh^10,-I 4bd 2c 3,I a -3 d,I 4_1/a -3 2/d,,I,4s1a,-3,2d,,4s1,a,-3,,2,d
